MUNICIPI,COMARCA,PROVINCIA,G,DA,N,E,S,C,U,Ch,HR,LLOC_NAIX,LLENGUA_IDENTIFICACIO,IMP_FAMILIA,IMP_AMICS,IMP_LLEURE,IMP_POLITICA,IMP_TREBALL,IMP_RELIGIO,SATIS_VIDA,CONFI_SOCIAL_WVS_1,SALUT,FELICITAT,ACTITUD_ECONOMIA,ACTITUD_IMMIGRACIO,ACTITUD_MEDIAMBIENT,DESIGUALTATS_GENERE,ECON_MERITOCRACIA,MEDIAMBIENT_CREIXEMENT,IMMIGRACIO_CULTURA,CONFI_POLICIA,CONFI_POLITICS,IDEOL_0_10,PERSONA_RELIGIOSA,DEPENDENCIA_ECO_PARES,INGRESSOS_1_15,INFO_POL_TV_FREQ,FREQ_CONSUM_INTERNET,Inglehart_index,Universalism,Stimulation,Hedonism,Self-Direction,Achievement,Power,Security,Conformity,Tradition,Benevolence
Berga,Berguedà,Barcelona,Femení,4,"Sí, tinc la ciutadania espanyola","Formació professional de grau superior (FP2, CFGS i equivalents)",Casat/ada,Classe treballadora baixa,Treballo,2,3,A Catalunya,Català,Molt important,Molt important,Molt important,Bastant important,Bastant important,Poc important,4,Es pot confiar en la majoria de la gent,Bona,Bastant feliç,En desacord,1,3,2,8,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",5,2,6,2,Una persona no religiosa,No,De 1.201 a 1.800 €,Tots els dies,3-4 dies per setmana,3,4,1,2,4,2,2,2,1,4,4
Barcelona,Barcelonès,Barcelona,Femení,2,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Parella de fet,Classe mitjana alta,Treballo,1,3,A Catalunya,Català,Molt important,Bastant important,Molt important,Bastant important,Molt important,Poc important,5,Un mai no és prou prudent,Bona,Bastant feliç,Ni d’acord ni en desacord,1,3,3,5,S'ha de trobar un equilibri per donar prioritat a ambdues coses / creixement econòmic sostenible,4,2,5,1,Una persona no religiosa,No,Valor perdut per prefereixo no contestar,3-4 dies per setmana,Tots els dies,1,5,3,4,4,2,2,3,3,2,3
Sant Andreu de Llavaneres,Maresme,Barcelona,Masculí,6,"Sí, tinc la ciutadania espanyola","Estudis secundaris post obligatoris (Batxillerat, BUP/COU, etc.)",Casat/ada,Classe mitjana,No treballo,2,2,A Catalunya,Català,Molt important,Molt important,Molt important,Molt important,Molt important,Poc important,10 Molt satisfet/a,Un mai no és prou prudent,Bona,Molt feliç,D’acord,1,3,3,3,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",4,1,3,1,Una persona no religiosa,No,Valor perdut per prefereixo no contestar,Mai,Tots els dies,2,5,1,2,4,2,2,4,1,4,4
Girona,Gironès,Girona,Femení,5,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Casat/ada,Classe mitjana,Treballo,2,2,A Catalunya,Català,Molt important,Bastant important,Bastant important,Molt important,Bastant important,Gens important,7,Un mai no és prou prudent,Bona,Bastant feliç,Molt en desacord,3,3,3,9,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",10 La vida cultural catalana s’enriqueix,2,7,1,Una persona no religiosa,No,Valor perdut per prefereixo no contestar,Tots els dies,Tots els dies,3,5,2,2,3,2,2,2,2,2,4
Lleida,Segrià,Lleida,Femení,4,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Divorciat/ada,Classe treballadora mitjana,Treballo,2,3,A Catalunya,Català,Molt important,Bastant important,Bastant important,Poc important,Molt important,Bastant important,6,Un mai no és prou prudent,Molt bona,Bastant feliç,Ni d’acord ni en desacord,1,3,3,3,S'ha de trobar un equilibri per donar prioritat a ambdues coses / creixement econòmic sostenible,4,3,1,2,Una persona religiosa,No,De 1.801 a 2.000 €,3-4 dies per setmana,3-4 dies per setmana,5,3,1,2,3,1,2,2,1,2,2
Mollet del Vallès,Vallès Oriental,Barcelona,Femení,1,"Sí, tinc la ciutadania espanyola",Vaig finalitzar els estudis obligatoris (EGB o ESO),Solter/a,Classe treballadora mitjana,Treballo,1,3,A Catalunya,Castellà,Molt important,Bastant important,Bastant important,Gens important,Poc important,Gens important,3,Un mai no és prou prudent,Bona,No gaire feliç,Ni d’acord ni en desacord,3,3,2,5,"S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",5,3,1,2,Una persona no religiosa,Sí,De 1.801 a 2.000 €,Tots els dies,Tots els dies,2,4,0,4,3,3,3,4,0,3,3
Barcelona,Barcelonès,Barcelona,Masculí,6,"Sí, tinc la ciutadania espanyola","Estudis secundaris post obligatoris (Batxillerat, BUP/COU, etc.)",Casat/ada,Classe mitjana,Treballo,1,1,A Catalunya,Castellà,Bastant important,Bastant important,Bastant important,Bastant important,Bastant important,Poc important,7,Es pot confiar en la majoria de la gent,Bona,Bastant feliç,Molt en desacord,2,3,2,3,S'ha de trobar un equilibri per donar prioritat a ambdues coses / creixement econòmic sostenible,5,2,5,1,Una persona no religiosa,No,De 2.401 a 3.000 €,Tots els dies,Tots els dies,5,6,3,4,3,2,1,4,3,2,4
Malgrat de Mar,Maresme,Barcelona,Femení,3,"No, no tinc la ciutadania espanyola","Formació professional de grau superior (FP2, CFGS i equivalents)",Solter/a,Classe treballadora mitjana,Treballo,1,1,Fora d'Espanya,Altres opcions,Molt important,Molt important,Molt important,Poc important,Bastant important,Gens important,6,Un mai no és prou prudent,Bona,No gaire feliç,Ni d’acord ni en desacord,3,3,3,9,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",8,1,3,1,Un/a ateu/a,No,De 1.201 a 1.800 €,5-6 dies per setmana,Tots els dies,3,5,2,3,3,2,1,4,2,2,3
 ,Vallès Occidental,Barcelona,Masculí,2,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Solter/a,Classe mitjana alta,No treballo,2,1,A Catalunya,Català,Molt important,Molt important,Molt important,Bastant important,Bastant important,Gens important,10 Molt satisfet/a,Es pot confiar en la majoria de la gent,Molt bona,Molt feliç,Molt en desacord,3,3,3,Valor perdut oer omissió de resposta,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",4,2,3,1,Un/a ateu/a,No,De 5.001 a 6.000 €,Mai,Tots els dies,4,5,2,3,2,2,1,2,2,3,4
Sant Celoni,Vallès Oriental,Barcelona,Masculí,3,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Casat/ada,Classe treballadora mitjana,No treballo,2,3,A Catalunya,Català,Molt important,Bastant important,Molt important,Molt important,Molt important,Gens important,9,Un mai no és prou prudent,Bona,Molt feliç,En desacord,1,1,2,"1 A la llarga, esforçar-se en el treball acostuma a conduir a una vida millor","S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",0 La vida cultural catalana s’empobreix,1,1,3,Un/a ateu/a,No,De 4.501 a 5.000 €,Amb menys freqüència,Tots els dies,1,2,3,4,4,3,2,4,3,4,0
Sabadell,Vallès Occidental,Barcelona,Masculí,3,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Casat/ada,Classe treballadora mitjana,No treballo,1,2,A Catalunya,Català,Bastant important,Bastant important,Bastant important,Gens important,Molt important,Gens important,5,Un mai no és prou prudent,Ni bona ni dolenta,No gaire feliç,Molt en desacord,3,3,3,8,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",5,1,0 No hi confio en absolut,1,Un/a ateu/a,No,De 3.001 a 4.000 €,1-2 dies per setmana,Tots els dies,6,5,2,2,3,3,1,1,2,2,4
Barcelona,Barcelonès,Barcelona,Masculí,6,"Sí, tinc la ciutadania espanyola","Formació professional de grau superior (FP2, CFGS i equivalents)",Casat/ada,Classe treballadora mitjana,No treballo,2,2,A Catalunya,Català,Molt important,Molt important,Molt important,Molt important,Molt important,Poc important,8,Es pot confiar en la majoria de la gent,Bona,Bastant feliç,Ni d’acord ni en desacord,2,3,3,3,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",3,1,5,1,Una persona no religiosa,No,De 2.001 a 2.400 €,5-6 dies per setmana,5-6 dies per setmana,4,5,2,1,2,2,1,2,2,3,3
Caldes de Montbui,Vallès Oriental,Barcelona,Femení,5,"Sí, tinc la ciutadania espanyola","Formació professional de grau superior (FP2, CFGS i equivalents)",Casat/ada,Classe treballadora mitjana,No treballo,2,2,A Catalunya,Altres opcions,Molt important,Bastant important,Bastant important,Gens important,Bastant important,Poc important,8,Un mai no és prou prudent,Bona,Bastant feliç,Ni d’acord ni en desacord,2,3,3,3,"S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",6,3,5,1,Una persona no religiosa,No,Valor perdut per prefereixo no contestar,Amb menys freqüència,Tots els dies,1,6,3,2,2,1,2,4,3,4,3
 ,Selva,Barcelona,Masculí,5,"Sí, tinc la ciutadania espanyola",Vaig finalitzar els estudis obligatoris (EGB o ESO),Casat/ada,Classe treballadora mitjana,No treballo,2,1,A Catalunya,Català,Molt important,Molt important,Molt important,Poc important,Bastant important,Gens important,7,Un mai no és prou prudent,Ni bona ni dolenta,Bastant feliç,D’acord,2,2,3,7,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",4,1,1,2,Un/a ateu/a,No,De 2.001 a 2.400 €,Amb menys freqüència,Tots els dies,2,4,2,2,3,2,2,2,2,3,2
 ,Segrià,Lleida,Masculí,3,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Casat/ada,Classe treballadora mitjana,Treballo,2,3,A Catalunya,Català,Molt important,Bastant important,Molt important,Poc important,Bastant important,Poc important,9,Es pot confiar en la majoria de la gent,Bona,Molt feliç,En desacord,1,1,2,4,S'ha de trobar un equilibri per donar prioritat a ambdues coses / creixement econòmic sostenible,0 La vida cultural catalana s’empobreix,3,2,3,Una persona no religiosa,No,De 4.001 a 4.500 €,Amb menys freqüència,Tots els dies,1,6,4,4,4,3,3,4,4,3,4
Calafell,Baix Penedès,Tarragona,Femení,3,"No, no tinc la ciutadania espanyola",Estudis universitaris,Casat/ada,Classe treballadora mitjana,Treballo,2,3,Fora d'Espanya,Altres opcions,Molt important,Bastant important,Bastant important,Poc important,Bastant important,Bastant important,5,Un mai no és prou prudent,Ni bona ni dolenta,Bastant feliç,En desacord,2,3,2,3,S'ha de trobar un equilibri per donar prioritat a ambdues coses / creixement econòmic sostenible,5,2,4,1,Una persona religiosa,No,De 3.001 a 4.000 €,Tots els dies,Tots els dies,3,6,2,2,3,2,1,4,2,4,4
 ,Vallès Oriental,Barcelona,Masculí,3,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Parella de fet,Classe mitjana baixa,Treballo,2,3,A Catalunya,Català,Bastant important,Bastant important,Bastant important,Bastant important,Bastant important,Gens important,7,Es pot confiar en la majoria de la gent,Bona,Bastant feliç,En desacord,2,2,2,3,"S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",4,2,2,2,Un/a ateu/a,No,De 4.001 a 4.500 €,Mai,Tots els dies,2,3,2,2,2,2,1,4,2,1,4
Sant Vicenç dels Horts,Baix Llobregat,Barcelona,Masculí,5,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Casat/ada,Classe mitjana,Estic temporalment de baixa,2,1,A Catalunya,Català,Molt important,Bastant important,Molt important,Poc important,Bastant important,Molt important,10 Molt satisfet/a,Es pot confiar en la majoria de la gent,Bona,Molt feliç,Molt en desacord,3,3,2,"1 A la llarga, esforçar-se en el treball acostuma a conduir a una vida millor","S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",2,3,1,1,Una persona religiosa,No,De 2.401 a 3.000 €,Mai,Tots els dies,6,6,0,0,3,0,0,4,0,4,4
Cerdanyola del Vallès,Vallès Occidental,Barcelona,Masculí,4,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Casat/ada,Classe mitjana alta,Treballo,2,3,A Catalunya,Castellà,Molt important,Bastant important,Bastant important,Poc important,Bastant important,Gens important,8,Es pot confiar en la majoria de la gent,Bona,Bastant feliç,En desacord,2,3,2,2,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",5,2,1,2,Una persona no religiosa,No,Més de 6.000 €,Mai,Tots els dies,2,3,2,4,4,4,3,3,2,1,3
Manresa,Bages,Barcelona,Masculí,3,"Sí, tinc la ciutadania espanyola",Vaig finalitzar els estudis obligatoris (EGB o ESO),Solter/a,Classe treballadora mitjana,Treballo,1,1,A Catalunya,Català,Molt important,Bastant important,Bastant important,Poc important,Bastant important,Gens important,6,Un mai no és prou prudent,Bona,No gaire feliç,Ni d’acord ni en desacord,1,2,2,7,S'ha de trobar un equilibri per donar prioritat a ambdues coses / creixement econòmic sostenible,2,2,2,1,Una persona no religiosa,No,Valor perdut per prefereixo no contestar,Amb menys freqüència,Amb menys freqüència,0,3,2,2,2,2,2,2,2,2,2
Barcelona,Barcelonès,Barcelona,Femení,3,"No, no tinc la ciutadania espanyola",Estudis universitaris,Solter/a,Classe treballadora mitjana,No treballo,1,3,Fora d'Espanya,Castellà,Molt important,Molt important,Molt important,Molt important,Molt important,Bastant important,6,Es pot confiar en la majoria de la gent,Molt bona,Bastant feliç,Ni d’acord ni en desacord,1,3,3,7,"S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",4,2,5,2,Una persona religiosa,No,No ho sé,3-4 dies per setmana,Tots els dies,0,6,4,4,4,4,4,4,4,3,4
Cerdanyola del Vallès,Vallès Occidental,Barcelona,Femení,1,"Sí, tinc la ciutadania espanyola","Estudis secundaris post obligatoris (Batxillerat, BUP/COU, etc.)",Solter/a,Classe treballadora mitjana,Treballo,1,3,A Catalunya,Català,Molt important,Molt important,Molt important,Bastant important,Bastant important,Gens important,8,Un mai no és prou prudent,Bona,Molt feliç,Ni d’acord ni en desacord,2,3,3,"1 A la llarga, esforçar-se en el treball acostuma a conduir a una vida millor",Altres,7,2,5,1,Un/a ateu/a,Sí,Valor perdut per prefereixo no contestar,1-2 dies per setmana,Tots els dies,3,6,3,4,4,4,2,4,3,4,4
Calella,Maresme,Barcelona,Femení,4,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Casat/ada,Classe treballadora mitjana,Treballo,2,3,A Catalunya,Català,Molt important,Molt important,Bastant important,Poc important,Molt important,Poc important,9,Un mai no és prou prudent,Bona,Molt feliç,Ni d’acord ni en desacord,1,1,3,"1 A la llarga, esforçar-se en el treball acostuma a conduir a una vida millor","S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",1,2,3,1,Una persona no religiosa,No,Valor perdut per prefereixo no contestar,Tots els dies,Tots els dies,4,6,1,1,2,2,1,4,1,3,3
Granollers,Vallès Oriental,Barcelona,Femení,1,"Sí, tinc la ciutadania espanyola","Estudis secundaris post obligatoris (Batxillerat, BUP/COU, etc.)",Solter/a,Classe treballadora mitjana,Treballo,1,3,A Catalunya,Català,Molt important,Bastant important,Bastant important,Bastant important,Bastant important,Gens important,4,Es pot confiar en la majoria de la gent,Ni bona ni dolenta,No gaire feliç,Molt en desacord,3,3,2,6,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",7,1,5,1,Un/a ateu/a,Sí,No ho sé,1-2 dies per setmana,Tots els dies,3,6,2,2,2,2,1,3,2,3,3
Girona,Gironès,Girona,Masculí,3,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Parella de fet,Classe mitjana alta,No treballo,2,3,A Catalunya,Català,Molt important,Molt important,Poc important,Bastant important,Molt important,Gens important,8,Es pot confiar en la majoria de la gent,Bona,Bastant feliç,D’acord,1,2,2,"1 A la llarga, esforçar-se en el treball acostuma a conduir a una vida millor","S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",2,3,2,3,Una persona no religiosa,No,Més de 6.000 €,1-2 dies per setmana,Tots els dies,0,4,2,2,4,4,4,4,2,3,3
Esparreguera,Baix Llobregat,Barcelona,Femení,6,"Sí, tinc la ciutadania espanyola","Formació professional de grau superior (FP2, CFGS i equivalents)",Solter/a,Classe treballadora mitjana,Treballo,2,1,A Catalunya,Català,Molt important,Molt important,Molt important,Molt important,Molt important,Gens important,8,Es pot confiar en la majoria de la gent,Bona,Bastant feliç,En desacord,3,3,3,5,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",3,2,5,1,Un/a ateu/a,No,De 2.401 a 3.000 €,5-6 dies per setmana,Tots els dies,5,5,2,3,4,2,2,4,2,2,4
 ,Pallars Sobirà,Lleida,Masculí,3,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Solter/a,Classe treballadora mitjana,Treballo,1,1,A Catalunya,Català,Bastant important,Bastant important,Molt important,Molt important,Bastant important,Gens important,8,Es pot confiar en la majoria de la gent,Bona,Bastant feliç,Molt en desacord,3,3,3,8,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",5,1,1,1,Un/a ateu/a,No,De 5.001 a 6.000 €,Mai,Tots els dies,5,5,1,4,3,0,1,2,1,2,3
Barcelona,Barcelonès,Barcelona,Femení,4,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Solter/a,Classe treballadora mitjana,No treballo,1,1,A Catalunya,Català,Bastant important,Bastant important,Bastant important,Bastant important,Bastant important,Bastant important,5,Un mai no és prou prudent,Ni bona ni dolenta,Bastant feliç,En desacord,3,3,3,9,Altres,5,1,2,1,Una persona religiosa,No,De 2.401 a 3.000 €,3-4 dies per setmana,Tots els dies,5,6,1,1,4,0,2,1,1,3,4
Barcelona,Barcelonès,Barcelona,Femení,4,"Sí, tinc la ciutadania espanyola","Formació professional de grau superior (FP2, CFGS i equivalents)",Solter/a,Classe treballadora mitjana,Treballo,2,3,A Catalunya,Català,Molt important,Bastant important,Molt important,Bastant important,Poc important,Gens important,4,Es pot confiar en la majoria de la gent,Bona,Bastant feliç,En desacord,3,2,2,3,"S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",2,1,3,1,Un/a ateu/a,No,De 5.001 a 6.000 €,Tots els dies,Tots els dies,5,4,2,2,4,2,3,4,2,3,4
 ,Bages,Barcelona,Femení,2,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Parella de fet,Classe treballadora mitjana,Treballo,1,1,A Catalunya,Català,Molt important,Bastant important,Molt important,Poc important,Bastant important,Gens important,7,Un mai no és prou prudent,Bona,Bastant feliç,D’acord,1,3,3,5,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",3,1,2,1,Un/a ateu/a,No,De 3.001 a 4.000 €,1-2 dies per setmana,Tots els dies,2,4,1,2,3,1,2,4,1,4,4
